c,h,l,n,o,t,v,vw
415.74,417.08,415.445,256,416.74,2022-05-05T15:00:00Z,94121,416.555046
414.55,415.955,414.0,187,415.58,2022-05-05T15:05:00Z,44828,414.905332
414.8,414.81,414.09,168,414.53,2022-05-05T15:10:00Z,32375,414.476193
414.64,415.31,413.95,122,414.73,2022-05-05T15:15:00Z,21218,414.584786
413.83,414.6,413.71,119,414.535,2022-05-05T15:20:00Z,25116,414.182956
414.74,414.74,413.665,171,413.77,2022-05-05T15:25:00Z,32273,414.239085
414.96,415.535,414.2,117,414.57,2022-05-05T15:30:00Z,17121,414.822563
416.03,416.475,415.07,134,415.25,2022-05-05T15:35:00Z,20054,415.869875
415.49,416.285,415.44,91,415.99,2022-05-05T15:40:00Z,15284,415.788152
414.67,415.39,414.29,172,415.39,2022-05-05T15:45:00Z,28882,414.680812
412.4,414.72,412.34,277,414.71,2022-05-05T15:50:00Z,65512,413.227483
412.37,412.86,412.37,132,412.42,2022-05-05T15:55:00Z,18489,412.576664
412.12,412.26,411.015,155,412.26,2022-05-05T16:00:00Z,26905,411.73834
413.45,413.47,412.14,194,412.145,2022-05-05T16:05:00Z,40817,412.862661
413.79,414.22,412.87,290,413.31,2022-05-05T16:10:00Z,68106,413.460042
414.04,414.14,413.105,131,413.55,2022-05-05T16:15:00Z,18145,413.701032
413.31,414.46,413.21,157,414.11,2022-05-05T16:20:00Z,30993,414.00726
414.04,414.85,413.51,111,413.54,2022-05-05T16:25:00Z,17817,414.436339
413.81,414.775,413.81,198,413.86,2022-05-05T16:30:00Z,27015,414.380177
413.3,413.69,412.76,115,413.69,2022-05-05T16:35:00Z,21328,413.13251
412.86,413.27,412.53,99,413.27,2022-05-05T16:40:00Z,12765,412.802893
412.6,413.06,412.115,229,412.84,2022-05-05T16:45:00Z,39740,412.577702
413.935,413.935,412.45,152,412.55,2022-05-05T16:50:00Z,24382,413.29853
414.34,414.485,413.785,178,414.0,2022-05-05T16:55:00Z,28774,414.03008
415.38,415.93,414.65,253,414.65,2022-05-05T17:00:00Z,43035,415.314459
416.09,416.36,415.37,170,415.37,2022-05-05T17:05:00Z,25968,415.935923
414.57,415.98,414.48,168,415.98,2022-05-05T17:10:00Z,34939,415.254836
414.76,415.04,413.89,126,414.595,2022-05-05T17:15:00Z,21471,414.610816
414.8,415.17,414.25,142,414.72,2022-05-05T17:20:00Z,25473,414.633369
414.865,414.96,414.2,129,414.875,2022-05-05T17:25:00Z,15589,414.547873
414.26,414.64,413.89,185,414.45,2022-05-05T17:30:00Z,30378,414.119814
414.84,415.89,414.39,174,414.39,2022-05-05T17:35:00Z,25717,415.226028
414.77,415.71,414.43,115,414.75,2022-05-05T17:40:00Z,13695,415.028843
414.07,415.14,414.06,164,414.9,2022-05-05T17:45:00Z,24113,414.612845
413.49,413.98,413.13,259,413.96,2022-05-05T17:50:00Z,36546,413.38295
413.485,413.62,412.88,179,413.51,2022-05-05T17:55:00Z,31062,413.299108
413.04,413.6,412.7,230,413.44,2022-05-05T18:00:00Z,40977,413.017841
413.56,413.83,412.87,270,413.15,2022-05-05T18:05:00Z,33131,413.361255
413.36,413.8,412.85,253,413.8,2022-05-05T18:10:00Z,29653,413.241539
415.01,415.01,413.3,504,413.3,2022-05-05T18:15:00Z,66029,414.125034
413.11,415.15,412.88,405,415.01,2022-05-05T18:20:00Z,52924,414.153825
412.01,413.21,411.96,462,413.04,2022-05-05T18:25:00Z,57359,412.591292
411.86,412.44,411.65,471,411.96,2022-05-05T18:30:00Z,56836,411.973194
412.36,412.43,411.61,435,411.85,2022-05-05T18:35:00Z,70993,411.88589
412.33,412.7,411.88,464,412.26,2022-05-05T18:40:00Z,52389,412.180532
412.68,413.17,412.22,422,412.31,2022-05-05T18:45:00Z,51302,412.627559
412.87,414.12,412.665,536,412.74,2022-05-05T18:50:00Z,69707,413.367807
412.81,412.91,412.36,364,412.65,2022-05-05T18:55:00Z,39755,412.606162
411.58,413.05,411.46,476,412.77,2022-05-05T19:00:00Z,66220,412.103808
411.43,411.86,410.88,514,411.61,2022-05-05T19:05:00Z,87234,411.409467
410.24,411.63,410.17,516,411.5,2022-05-05T19:10:00Z,75434,411.14741
410.8,410.81,410.14,649,410.27,2022-05-05T19:15:00Z,110665,410.442229
410.34,410.8,410.05,600,410.78,2022-05-05T19:20:00Z,72901,410.430403
410.14,411.34,409.77,704,410.36,2022-05-05T19:25:00Z,103632,410.463339
410.97,411.19,409.49,616,410.03,2022-05-05T19:30:00Z,79444,410.419245
411.73,412.18,410.805,757,410.99,2022-05-05T19:35:00Z,113309,411.492168
411.65,412.42,411.39,515,411.72,2022-05-05T19:40:00Z,65716,411.896939
410.18,412.31,409.94,734,411.67,2022-05-05T19:45:00Z,101310,410.891489
412.35,414.295,410.35,1560,410.35,2022-05-05T19:50:00Z,273361,412.911946
414.2,414.2,412.4,2103,412.41,2022-05-05T19:55:00Z,343323,413.116462
413.65,413.65,413.61,2,413.61,2022-05-05T20:00:00Z,500,413.634
414.5,414.55,414.48,4,414.55,2022-05-05T20:10:00Z,1600,414.5425
414.6,414.6,414.52,2,414.52,2022-05-05T20:15:00Z,200,414.56
414.19,414.5,414.19,11,414.5,2022-05-05T20:20:00Z,1100,414.4125
414.11,414.11,414.11,1,414.11,2022-05-05T20:25:00Z,100,414.11
414.69,414.7,414.33,5,414.33,2022-05-05T20:40:00Z,375,414.573333
414.75,415.0,414.75,4,414.8,2022-05-05T20:45:00Z,400,414.835
414.63,414.74,414.63,10,414.74,2022-05-05T20:50:00Z,999,414.664444
414.51,414.72,414.51,17,414.72,2022-05-05T20:55:00Z,1700,414.632
412.01,412.34,412.01,3,412.34,2022-05-06T12:20:00Z,300,412.23
411.74,411.74,411.74,1,411.74,2022-05-06T12:25:00Z,100,411.74
414.13,414.13,414.13,1,414.13,2022-05-06T12:35:00Z,300,414.13
412.19,412.55,412.19,4,412.55,2022-05-06T12:45:00Z,700,412.395714
411.54,411.87,411.54,2,411.87,2022-05-06T12:50:00Z,600,411.705
410.92,410.92,410.92,1,410.92,2022-05-06T13:00:00Z,200,410.92
410.01,411.71,410.0,339,411.12,2022-05-06T13:30:00Z,86655,411.042235
408.07,410.04,407.935,242,410.03,2022-05-06T13:35:00Z,55234,408.812286
407.68,409.125,407.67,338,407.97,2022-05-06T13:40:00Z,55359,408.25875
407.25,408.0,406.105,511,407.725,2022-05-06T13:45:00Z,92036,406.964627
406.51,407.63,406.2,302,407.25,2022-05-06T13:50:00Z,77281,406.976021
406.485,406.89,405.73,326,406.46,2022-05-06T13:55:00Z,61208,406.266524
406.79,407.23,405.875,298,406.34,2022-05-06T14:00:00Z,49122,406.61451
407.19,408.65,407.0,367,407.01,2022-05-06T14:05:00Z,73485,407.704857
407.89,408.57,406.46,203,407.04,2022-05-06T14:10:00Z,30369,407.425607
410.47,411.59,408.15,325,408.15,2022-05-06T14:15:00Z,46947,410.012626
410.52,411.09,409.73,213,410.19,2022-05-06T14:20:00Z,76146,410.382065
409.5,411.53,409.43,254,410.63,2022-05-06T14:25:00Z,47013,410.637669
408.97,410.64,408.95,306,409.505,2022-05-06T14:30:00Z,44424,409.924695
408.56,409.21,407.73,252,408.94,2022-05-06T14:35:00Z,39001,408.350572
409.29,409.805,408.19,165,408.64,2022-05-06T14:40:00Z,19977,409.234642
411.8,412.025,409.05,261,409.06,2022-05-06T14:45:00Z,44907,411.175333
412.43,412.47,410.93,287,411.9,2022-05-06T14:50:00Z,42393,411.291005
412.76,413.39,411.99,248,412.51,2022-05-06T14:55:00Z,42369,412.651789
411.905,413.06,411.71,281,412.71,2022-05-06T15:00:00Z,36178,412.270632
412.06,412.36,411.47,209,412.01,2022-05-06T15:05:00Z,29810,411.887369
412.92,412.92,411.16,128,412.25,2022-05-06T15:10:00Z,18671,412.036049
413.11,413.83,412.7,143,412.97,2022-05-06T15:15:00Z,26376,413.183546
414.495,414.755,412.93,174,413.3,2022-05-06T15:20:00Z,17412,414.071847
413.65,414.48,413.49,121,414.31,2022-05-06T15:25:00Z,18768,413.857323
411.815,413.845,411.77,207,413.72,2022-05-06T15:30:00Z,45172,412.859085
410.34,411.91,410.28,110,411.905,2022-05-06T15:35:00Z,12757,411.303509
410.84,411.16,410.395,103,410.395,2022-05-06T15:40:00Z,16689,410.845026
410.84,410.925,410.23,114,410.72,2022-05-06T15:45:00Z,25291,410.648985
410.15,411.75,410.09,158,410.8,2022-05-06T15:50:00Z,17068,410.942307
409.91,410.57,409.57,144,410.15,2022-05-06T15:55:00Z,12220,410.060642
411.53,411.53,409.55,154,409.88,2022-05-06T16:00:00Z,16118,410.454112
411.78,413.09,411.54,220,411.6,2022-05-06T16:05:00Z,32568,412.22061
410.27,411.85,409.93,152,411.85,2022-05-06T16:10:00Z,18368,410.830009
409.77,411.05,409.75,123,410.2,2022-05-06T16:15:00Z,12726,410.300556
411.61,412.07,409.73,167,409.73,2022-05-06T16:20:00Z,17393,411.228164
411.92,412.2,411.21,162,411.53,2022-05-06T16:25:00Z,30782,411.933253
412.49,412.49,411.2,176,411.99,2022-05-06T16:30:00Z,18273,411.605859
411.83,412.73,410.86,195,412.54,2022-05-06T16:35:00Z,20468,411.583143
412.22,412.36,411.42,117,411.99,2022-05-06T16:40:00Z,11155,411.914318
412.1,412.63,412.05,132,412.41,2022-05-06T16:45:00Z,14313,412.322798
412.73,413.12,411.22,174,412.09,2022-05-06T16:50:00Z,18170,411.886093
413.73,413.9,412.5,146,412.71,2022-05-06T16:55:00Z,19809,413.262442
414.19,414.36,413.25,172,413.81,2022-05-06T17:00:00Z,18991,413.621682
413.29,414.02,412.74,185,414.02,2022-05-06T17:05:00Z,20814,413.161717
412.64,413.5,412.6,275,413.25,2022-05-06T17:10:00Z,30509,413.020645
411.24,412.69,411.24,187,412.64,2022-05-06T17:15:00Z,17925,411.953718
412.01,412.47,411.04,141,411.17,2022-05-06T17:20:00Z,15311,411.734877
411.84,412.5,411.3,159,411.83,2022-05-06T17:25:00Z,22314,411.668145
412.5,412.68,411.9,154,412.07,2022-05-06T17:30:00Z,14997,412.229398
411.27,412.83,410.87,218,412.36,2022-05-06T17:35:00Z,29223,411.578459
411.67,412.12,410.7,169,411.44,2022-05-06T17:40:00Z,22001,411.359373
411.315,412.11,410.87,141,411.78,2022-05-06T17:45:00Z,20975,411.581429
410.17,411.47,409.92,170,411.34,2022-05-06T17:50:00Z,14794,410.416574
410.115,410.255,409.81,262,410.15,2022-05-06T17:55:00Z,30220,410.03689
409.85,410.71,409.67,202,410.07,2022-05-06T18:00:00Z,21644,410.238593
408.64,409.66,408.64,369,409.66,2022-05-06T18:05:00Z,39808,409.009528
409.47,409.85,408.63,197,408.66,2022-05-06T18:10:00Z,26249,409.372447
409.37,410.23,409.32,168,409.57,2022-05-06T18:15:00Z,20982,409.762298
409.15,409.66,408.91,212,409.15,2022-05-06T18:20:00Z,19795,409.145652
408.74,409.2,408.36,175,409.03,2022-05-06T18:25:00Z,20322,408.750515
408.37,409.08,407.99,301,408.69,2022-05-06T18:30:00Z,45452,408.336744
408.265,408.67,407.91,157,408.35,2022-05-06T18:35:00Z,26607,408.278653
408.01,408.83,408.01,205,408.22,2022-05-06T18:40:00Z,39527,408.580691
409.43,409.44,407.85,237,408.04,2022-05-06T18:45:00Z,42619,408.315784
410.175,410.35,409.21,258,409.28,2022-05-06T18:50:00Z,30285,409.897424
408.93,410.495,408.89,177,410.28,2022-05-06T18:55:00Z,19139,409.923704
409.17,409.26,408.37,214,408.89,2022-05-06T19:00:00Z,23416,408.772973
408.14,409.36,407.86,201,409.04,2022-05-06T19:05:00Z,23163,408.277576
408.16,408.87,408.06,182,408.29,2022-05-06T19:10:00Z,22144,408.46481
408.55,408.64,407.68,328,408.17,2022-05-06T19:15:00Z,42281,408.221904
407.63,408.5,407.46,313,408.5,2022-05-06T19:20:00Z,33621,407.761385
408.625,408.92,407.38,341,407.66,2022-05-06T19:25:00Z,48703,408.242914
409.58,409.81,408.57,399,408.62,2022-05-06T19:30:00Z,73070,409.23441
411.87,412.03,409.57,396,409.57,2022-05-06T19:35:00Z,69106,410.940078
411.06,412.18,410.81,550,411.86,2022-05-06T19:40:00Z,115534,411.419664
412.0,412.6,410.67,459,411.14,2022-05-06T19:45:00Z,59299,411.727553
411.4,412.94,411.4,578,411.9,2022-05-06T19:50:00Z,90679,411.964161
411.55,411.69,410.91,861,411.44,2022-05-06T19:55:00Z,111182,411.329907
410.4,410.93,410.4,25,410.92,2022-05-06T20:00:00Z,11775,410.862323
410.4,410.6,410.25,12,410.3,2022-05-06T20:05:00Z,1200,410.460833
410.05,410.45,410.05,12,410.4,2022-05-06T20:10:00Z,1200,410.288333
409.88,410.09,409.88,16,410.09,2022-05-06T20:15:00Z,6700,410.07716
410.1,410.37,410.1,10,410.37,2022-05-06T20:20:00Z,1000,410.264
410.3,410.3,410.3,1,410.3,2022-05-06T20:25:00Z,100,410.3
410.2,410.25,410.2,9,410.25,2022-05-06T20:30:00Z,800,410.221429
410.4,410.44,410.4,5,410.44,2022-05-06T20:35:00Z,500,410.416
410.37,410.37,410.37,2,410.37,2022-05-06T20:45:00Z,200,410.37
410.75,410.75,410.6,5,410.6,2022-05-06T20:50:00Z,400,410.7
410.79,410.79,410.79,3,410.79,2022-05-06T20:55:00Z,400,410.79
405.66,405.66,405.66,1,405.66,2022-05-09T12:40:00Z,100,405.66
405.37,405.45,405.37,5,405.45,2022-05-09T12:55:00Z,950,405.416842
405.05,405.05,405.05,1,405.05,2022-05-09T13:00:00Z,100,405.05
405.4,405.4,405.4,1,405.4,2022-05-09T13:15:00Z,300,405.4
405.0,405.705,404.1,450,405.1,2022-05-09T13:30:00Z,108628,404.883051
405.62,406.35,404.56,193,405.35,2022-05-09T13:35:00Z,47182,405.627771
405.35,405.88,404.7,182,405.48,2022-05-09T13:40:00Z,52731,405.278101
403.94,405.47,403.32,278,405.47,2022-05-09T13:45:00Z,72317,403.920858
405.63,406.05,403.65,287,404.0,2022-05-09T13:50:00Z,62146,404.928509
404.915,405.87,404.56,135,405.69,2022-05-09T13:55:00Z,17230,405.20234
404.33,405.38,403.9,218,404.965,2022-05-09T14:00:00Z,41336,404.665285
403.0,404.74,403.0,221,404.48,2022-05-09T14:05:00Z,36485,403.65556
404.495,404.72,402.975,228,402.975,2022-05-09T14:10:00Z,25808,403.882064
403.72,404.91,403.39,235,404.27,2022-05-09T14:15:00Z,39000,404.315191
402.7,403.86,402.7,215,403.47,2022-05-09T14:20:00Z,27081,403.312351
402.52,403.27,402.31,238,402.66,2022-05-09T14:25:00Z,39027,402.854178
402.63,402.77,401.87,212,402.28,2022-05-09T14:30:00Z,36324,402.22968
401.28,402.73,401.2,206,402.52,2022-05-09T14:35:00Z,36086,401.896078
402.37,402.47,401.28,267,401.39,2022-05-09T14:40:00Z,34656,401.857284
402.57,403.04,402.21,171,402.57,2022-05-09T14:45:00Z,21929,402.677854
401.645,403.04,401.55,189,402.69,2022-05-09T14:50:00Z,21795,402.028109
401.26,401.96,400.72,192,401.31,2022-05-09T14:55:00Z,41995,401.295814
401.32,401.65,400.73,227,400.91,2022-05-09T15:00:00Z,43352,401.119145
401.17,401.18,400.5,151,401.14,2022-05-09T15:05:00Z,42495,400.722905
400.96,401.62,400.73,134,401.18,2022-05-09T15:10:00Z,14394,401.293626
401.05,401.79,400.87,122,400.87,2022-05-09T15:15:00Z,14269,401.424093
400.69,401.12,400.37,164,401.12,2022-05-09T15:20:00Z,18915,400.634256
400.125,400.64,399.9,212,400.51,2022-05-09T15:25:00Z,41533,400.346764
400.44,400.44,399.34,222,400.065,2022-05-09T15:30:00Z,40557,399.723063
401.43,401.5,400.22,224,400.4,2022-05-09T15:35:00Z,46337,400.887895
401.53,402.12,401.06,191,401.53,2022-05-09T15:40:00Z,28093,401.588284
401.36,401.91,401.19,119,401.49,2022-05-09T15:45:00Z,15014,401.504224
402.12,402.29,401.4,175,401.71,2022-05-09T15:50:00Z,30731,402.122655
401.94,402.5,401.62,108,402.21,2022-05-09T15:55:00Z,16762,402.216005
400.82,401.92,400.64,196,401.87,2022-05-09T16:00:00Z,26565,401.12133
402.52,403.11,400.83,179,400.9,2022-05-09T16:05:00Z,28449,402.298204
403.335,403.53,402.44,143,402.44,2022-05-09T16:10:00Z,18400,402.998187
403.41,404.04,403.37,137,403.505,2022-05-09T16:15:00Z,19010,403.79576
403.65,403.99,402.97,182,403.57,2022-05-09T16:20:00Z,22567,403.170587
403.2,403.83,402.64,167,403.82,2022-05-09T16:25:00Z,18594,402.902228
403.24,403.84,402.68,180,403.06,2022-05-09T16:30:00Z,13357,403.293328
401.82,403.41,401.82,176,403.39,2022-05-09T16:35:00Z,32280,402.244121
401.59,402.15,401.57,129,401.78,2022-05-09T16:40:00Z,10292,401.867622
401.36,401.59,401.11,115,401.58,2022-05-09T16:45:00Z,13973,401.316231
400.94,401.37,400.81,85,401.37,2022-05-09T16:50:00Z,9866,401.097409
400.73,401.24,400.71,132,400.9,2022-05-09T16:55:00Z,14108,400.937352
400.73,401.07,400.42,117,400.8,2022-05-09T17:00:00Z,19033,400.684272
400.72,400.9,400.47,127,400.485,2022-05-09T17:05:00Z,20315,400.681005
400.21,400.555,400.12,107,400.33,2022-05-09T17:10:00Z,8487,400.32342
401.05,401.12,400.2,130,400.2,2022-05-09T17:15:00Z,17812,400.752773
400.59,400.81,400.32,98,400.44,2022-05-09T17:20:00Z,10334,400.595208
401.54,401.82,400.7,164,401.07,2022-05-09T17:25:00Z,24997,401.136274
400.33,401.945,400.32,169,401.59,2022-05-09T17:30:00Z,25305,401.462383
400.25,400.35,399.87,138,400.17,2022-05-09T17:35:00Z,17370,400.117563
401.465,401.67,400.21,169,400.25,2022-05-09T17:40:00Z,15187,401.01527
400.95,401.76,400.84,151,401.52,2022-05-09T17:45:00Z,20489,401.363978
399.78,401.01,399.42,192,400.95,2022-05-09T17:50:00Z,28507,400.113711
400.51,400.87,399.7,160,399.78,2022-05-09T17:55:00Z,19647,400.384958
400.75,401.3,400.51,218,400.51,2022-05-09T18:00:00Z,31481,400.892931
400.42,401.12,400.07,117,400.93,2022-05-09T18:05:00Z,11539,400.512711
400.4,401.14,400.12,159,400.21,2022-05-09T18:10:00Z,18955,400.536732
401.36,401.55,400.47,133,400.56,2022-05-09T18:15:00Z,19938,401.066704
400.19,401.36,400.06,120,401.36,2022-05-09T18:20:00Z,11501,400.625938
400.11,400.3,399.69,139,400.085,2022-05-09T18:25:00Z,12099,399.95885
399.77,400.2,399.11,268,400.09,2022-05-09T18:30:00Z,31429,399.438121
399.975,400.71,399.66,351,399.955,2022-05-09T18:35:00Z,68132,400.133521
399.93,400.39,399.73,226,399.96,2022-05-09T18:40:00Z,36890,399.917886
400.1,401.08,399.97,243,399.97,2022-05-09T18:45:00Z,34817,400.492485
400.63,400.86,399.36,203,399.94,2022-05-09T18:50:00Z,29295,400.332048
401.19,401.58,400.795,289,400.84,2022-05-09T18:55:00Z,31838,401.183612
401.26,402.25,400.85,302,401.3,2022-05-09T19:00:00Z,38869,401.704348
401.14,402.39,400.97,231,401.06,2022-05-09T19:05:00Z,28357,401.626363
402.17,402.48,401.01,214,401.01,2022-05-09T19:10:00Z,28609,402.026119
401.42,402.56,401.17,196,402.46,2022-05-09T19:15:00Z,39424,401.895945
399.97,401.23,399.875,216,401.21,2022-05-09T19:20:00Z,20674,400.285677
399.7,400.15,399.25,379,399.96,2022-05-09T19:25:00Z,57523,399.757518
399.045,399.63,398.69,391,399.42,2022-05-09T19:30:00Z,47555,399.074726
399.4,399.595,398.76,607,399.29,2022-05-09T19:35:00Z,74936,399.225444
398.515,399.38,398.31,585,399.21,2022-05-09T19:40:00Z,110408,398.880641
397.64,398.79,397.37,852,398.52,2022-05-09T19:45:00Z,160925,398.104221
397.37,397.8,396.52,1295,397.59,2022-05-09T19:50:00Z,246425,397.08663
398.26,398.99,397.36,1770,397.37,2022-05-09T19:55:00Z,294950,398.3667
398.78,398.93,398.33,18,398.33,2022-05-09T20:00:00Z,5653,398.748135
399.15,399.52,398.71,10,398.71,2022-05-09T20:05:00Z,9600,399.503854
398.32,398.32,398.32,1,398.32,2022-05-09T20:40:00Z,100,398.32
398.4,398.4,398.4,1,398.4,2022-05-09T20:50:00Z,100,398.4
398.4,398.46,398.4,3,398.46,2022-05-09T20:55:00Z,300,398.43
403.4,403.4,403.4,1,403.4,2022-05-10T12:50:00Z,100,403.4
404.33,404.33,403.9,3,403.9,2022-05-10T13:00:00Z,400,404.115
404.18,404.18,404.18,8,404.18,2022-05-10T13:05:00Z,410,404.18
404.36,404.51,404.36,4,404.5,2022-05-10T13:10:00Z,400,404.445
404.15,404.35,404.15,5,404.18,2022-05-10T13:15:00Z,456,404.226667
404.15,404.15,403.95,5,404.01,2022-05-10T13:20:00Z,700,404.038889
404.77,406.075,404.62,478,404.7,2022-05-10T13:30:00Z,99354,405.461535
404.31,404.62,403.46,474,404.62,2022-05-10T13:35:00Z,76245,404.075298
403.4,404.38,403.315,524,404.37,2022-05-10T13:40:00Z,83204,403.802891
402.14,403.35,401.97,545,403.32,2022-05-10T13:45:00Z,63937,402.41755
402.87,403.11,401.875,410,402.1,2022-05-10T13:50:00Z,78061,402.245995
404.08,404.08,402.735,583,402.91,2022-05-10T13:55:00Z,120215,403.507542
404.39,404.51,403.2,469,404.12,2022-05-10T14:00:00Z,74918,404.094581
404.1,405.02,403.95,475,404.39,2022-05-10T14:05:00Z,59390,404.646587
403.37,404.695,403.04,383,404.23,2022-05-10T14:10:00Z,45545,403.78213
403.7,404.2,403.31,349,403.41,2022-05-10T14:15:00Z,40057,403.808971
403.05,404.19,402.43,268,403.62,2022-05-10T14:20:00Z,22830,403.126227
402.49,403.1,401.94,298,402.96,2022-05-10T14:25:00Z,30707,402.500715
401.96,402.73,401.58,290,402.52,2022-05-10T14:30:00Z,28016,402.162572
400.82,402.01,400.8,258,401.97,2022-05-10T14:35:00Z,25550,401.407278
400.77,400.94,399.96,300,400.85,2022-05-10T14:40:00Z,32887,400.371122
399.18,400.65,398.9,377,400.65,2022-05-10T14:45:00Z,43193,399.642956
399.8,399.97,398.38,322,399.08,2022-05-10T14:50:00Z,31146,399.108506
398.96,399.78,398.87,337,399.64,2022-05-10T14:55:00Z,44915,399.404158
398.29,399.8,398.01,337,398.88,2022-05-10T15:00:00Z,35997,398.821519
397.08,398.395,397.03,405,398.37,2022-05-10T15:05:00Z,49147,397.622048
396.5,397.66,396.5,322,397.07,2022-05-10T15:10:00Z,50867,397.201472
398.12,398.21,396.17,274,396.42,2022-05-10T15:15:00Z,33412,396.941994
396.77,398.2,396.71,262,398.18,2022-05-10T15:20:00Z,28511,397.637974
397.23,397.33,396.0,316,396.78,2022-05-10T15:25:00Z,42918,396.645609
396.82,397.675,395.92,276,397.32,2022-05-10T15:30:00Z,42061,397.096226
398.57,398.72,396.74,237,396.92,2022-05-10T15:35:00Z,30409,397.847789
398.03,398.93,397.53,211,398.645,2022-05-10T15:40:00Z,24308,398.216583
396.98,398.01,396.84,217,398.01,2022-05-10T15:45:00Z,30703,397.198908
397.05,397.16,396.13,206,396.96,2022-05-10T15:50:00Z,34110,396.57116
397.39,397.79,395.81,173,397.13,2022-05-10T15:55:00Z,29223,396.969868
398.42,398.44,397.08,215,397.5,2022-05-10T16:00:00Z,41375,397.819351
396.47,398.47,396.42,149,398.47,2022-05-10T16:05:00Z,18655,397.623259
396.83,397.58,396.14,159,396.65,2022-05-10T16:10:00Z,19627,396.688265
396.46,397.77,396.44,171,396.7,2022-05-10T16:15:00Z,16609,396.84944
396.25,396.85,396.045,134,396.43,2022-05-10T16:20:00Z,14429,396.26317
396.26,396.74,396.06,112,396.27,2022-05-10T16:25:00Z,12933,396.399744
395.33,396.74,394.82,207,396.31,2022-05-10T16:30:00Z,27644,395.310432
395.48,396.11,395.19,205,395.22,2022-05-10T16:35:00Z,26478,395.745202
396.43,396.45,395.42,144,395.42,2022-05-10T16:40:00Z,21678,396.164698
397.05,397.62,396.36,222,396.375,2022-05-10T16:45:00Z,30762,396.989215
395.77,396.98,395.69,150,396.82,2022-05-10T16:50:00Z,13850,396.265825
395.94,396.29,395.705,138,395.75,2022-05-10T16:55:00Z,17367,396.052151
397.21,397.5,395.7,215,395.96,2022-05-10T17:00:00Z,34035,396.865574
397.71,398.03,397.15,264,397.15,2022-05-10T17:05:00Z,33830,397.724997
397.09,397.68,396.72,245,397.68,2022-05-10T17:10:00Z,33637,397.158341
396.62,397.5,396.41,142,397.07,2022-05-10T17:15:00Z,16953,396.838843
396.93,397.12,396.155,188,397.08,2022-05-10T17:20:00Z,24783,396.667355
398.47,398.52,396.95,194,397.12,2022-05-10T17:25:00Z,25847,397.68529
399.46,399.51,398.68,420,398.69,2022-05-10T17:30:00Z,61525,399.041587
400.575,400.68,399.5,371,399.51,2022-05-10T17:35:00Z,61225,400.387013
401.33,401.79,400.57,497,400.66,2022-05-10T17:40:00Z,69383,401.284795
402.41,402.515,401.33,315,401.33,2022-05-10T17:45:00Z,32994,401.914466
402.32,402.67,401.7,462,402.47,2022-05-10T17:50:00Z,68669,402.231333
403.08,403.1,402.06,350,402.49,2022-05-10T17:55:00Z,35270,402.651867
402.98,403.24,402.38,355,403.13,2022-05-10T18:00:00Z,43194,402.834774
402.03,403.105,401.87,383,403.05,2022-05-10T18:05:00Z,54980,402.351242
402.82,403.07,401.67,157,401.97,2022-05-10T18:10:00Z,28330,402.246043
401.89,402.81,400.56,220,402.73,2022-05-10T18:15:00Z,28503,401.355538
401.03,402.33,400.9,247,401.92,2022-05-10T18:20:00Z,24467,401.745443
400.62,401.2,399.9,307,401.1,2022-05-10T18:25:00Z,44367,400.564693
400.45,400.96,400.28,191,400.68,2022-05-10T18:30:00Z,17038,400.576919
400.68,401.4,400.58,212,400.63,2022-05-10T18:35:00Z,25173,400.995903
402.2,402.3,400.04,226,400.5,2022-05-10T18:40:00Z,23813,401.443254
401.21,402.17,400.29,215,402.11,2022-05-10T18:45:00Z,22751,401.105549
401.63,401.79,400.82,220,401.09,2022-05-10T18:50:00Z,17963,401.368044
401.22,401.74,400.18,276,401.74,2022-05-10T18:55:00Z,24815,401.005521
401.56,402.03,400.99,255,401.5,2022-05-10T19:00:00Z,23793,401.623261
401.46,402.75,401.46,190,401.57,2022-05-10T19:05:00Z,29492,402.174917
401.63,402.14,401.29,164,401.31,2022-05-10T19:10:00Z,16416,401.616335
401.76,402.19,400.96,171,401.72,2022-05-10T19:15:00Z,20873,401.355795
400.32,401.65,400.14,202,401.64,2022-05-10T19:20:00Z,23035,400.89438
399.71,400.48,399.4,322,400.36,2022-05-10T19:25:00Z,44993,399.796996
399.31,399.66,398.82,353,399.66,2022-05-10T19:30:00Z,47617,399.209356
398.72,399.67,398.32,289,399.37,2022-05-10T19:35:00Z,39082,399.066814
398.43,398.86,398.23,311,398.64,2022-05-10T19:40:00Z,30236,398.542346
399.21,399.61,398.18,381,398.42,2022-05-10T19:45:00Z,52041,398.991296
399.42,399.59,398.33,499,398.93,2022-05-10T19:50:00Z,55671,398.721446
399.08,399.51,398.635,799,399.42,2022-05-10T19:55:00Z,101795,399.042573
398.87,399.03,398.8,10,399.02,2022-05-10T20:00:00Z,1700,398.845405
399.4,399.4,398.58,8,398.58,2022-05-10T20:05:00Z,800,399.1875
399.06,399.1,399.0,10,399.0,2022-05-10T20:10:00Z,3038,399.057992
398.82,398.82,398.82,1,398.82,2022-05-10T20:15:00Z,100,398.82
399.01,399.01,399.01,1,399.01,2022-05-10T20:20:00Z,200,399.01
399.21,399.21,399.16,3,399.16,2022-05-10T20:30:00Z,600,399.201667
398.99,398.99,398.85,6,398.86,2022-05-10T20:35:00Z,800,398.90125
