c,h,l,n,o,t,v,vw
456.93,456.93,456.8,7,456.8,2023-07-28T20:05:00Z,3023,456.861667
456.88,456.9,456.88,3,456.9,2023-07-28T20:20:00Z,1500,456.886667
456.85,456.85,456.85,1,456.85,2023-07-28T20:50:00Z,232,456.85
457.33,457.76,457.305,179,457.41,2023-07-31T13:30:00Z,21733,457.485608
457.66,457.715,457.315,109,457.335,2023-07-31T13:35:00Z,12964,457.555493
457.9,458.02,457.62,237,457.685,2023-07-31T13:40:00Z,27063,457.78888
457.835,458.11,457.79,109,458.06,2023-07-31T13:45:00Z,10732,457.961304
457.685,458.07,457.635,149,457.89,2023-07-31T13:50:00Z,12569,457.923338
457.0,457.58,456.54,175,457.58,2023-07-31T13:55:00Z,22510,457.000507
457.005,457.01,456.695,115,457.01,2023-07-31T14:00:00Z,8593,456.855063
457.34,457.355,457.01,132,457.01,2023-07-31T14:05:00Z,13241,457.235836
457.295,457.395,457.18,90,457.335,2023-07-31T14:10:00Z,8910,457.295639
457.28,457.485,457.275,168,457.365,2023-07-31T14:15:00Z,8288,457.397747
457.5,457.505,457.255,234,457.255,2023-07-31T14:20:00Z,9228,457.407239
457.65,457.67,457.445,202,457.525,2023-07-31T14:25:00Z,11451,457.571989
457.325,457.82,457.22,124,457.735,2023-07-31T14:30:00Z,7436,457.537809
457.54,457.55,457.195,174,457.245,2023-07-31T14:35:00Z,23285,457.395482
457.63,457.65,457.485,148,457.555,2023-07-31T14:40:00Z,12744,457.565271
457.61,457.65,457.245,119,457.63,2023-07-31T14:45:00Z,8229,457.437763
457.54,457.595,457.52,82,457.57,2023-07-31T14:50:00Z,3664,457.547907
457.475,457.67,457.475,83,457.54,2023-07-31T14:55:00Z,3377,457.509072
457.635,457.65,457.425,72,457.575,2023-07-31T15:00:00Z,3313,457.543602
457.64,457.695,457.51,85,457.57,2023-07-31T15:05:00Z,3761,457.615169
457.64,457.83,457.61,131,457.64,2023-07-31T15:10:00Z,8170,457.738621
457.51,457.55,457.365,99,457.55,2023-07-31T15:15:00Z,4435,457.448428
457.29,457.57,457.26,99,457.54,2023-07-31T15:20:00Z,6312,457.422736
457.315,457.325,457.125,68,457.255,2023-07-31T15:25:00Z,3609,457.248235
457.025,457.325,456.685,177,457.325,2023-07-31T15:30:00Z,14645,456.882692
457.045,457.255,457.005,91,457.005,2023-07-31T15:35:00Z,5828,457.109752
457.05,457.13,456.97,161,457.125,2023-07-31T15:40:00Z,13463,457.06184
457.255,457.295,457.025,91,457.07,2023-07-31T15:45:00Z,4683,457.171316
456.78,457.26,456.72,109,457.255,2023-07-31T15:50:00Z,7184,456.962379
456.945,457.035,456.755,110,456.755,2023-07-31T15:55:00Z,8837,456.935785
457.085,457.175,456.935,119,456.945,2023-07-31T16:00:00Z,7171,457.051667
456.995,457.095,456.86,97,457.035,2023-07-31T16:05:00Z,6369,456.985055
456.96,457.105,456.86,171,456.915,2023-07-31T16:10:00Z,15039,457.015518
457.055,457.055,456.82,102,456.92,2023-07-31T16:15:00Z,6370,456.926899
457.15,457.22,457.035,94,457.15,2023-07-31T16:20:00Z,3351,457.170612
457.23,457.23,457.135,55,457.17,2023-07-31T16:25:00Z,3593,457.181936
457.05,457.2,456.995,51,457.19,2023-07-31T16:30:00Z,2352,457.087368
457.02,457.035,456.895,70,457.01,2023-07-31T16:35:00Z,2212,457.000588
456.865,456.915,456.765,92,456.915,2023-07-31T16:40:00Z,5386,456.815445
456.795,456.87,456.715,88,456.87,2023-07-31T16:45:00Z,3682,456.807326
456.775,456.785,456.63,60,456.785,2023-07-31T16:50:00Z,1377,456.725
456.635,456.705,456.505,51,456.61,2023-07-31T16:55:00Z,2872,456.604549
456.41,456.625,456.29,112,456.61,2023-07-31T17:00:00Z,10672,456.4741
456.875,456.875,456.385,113,456.415,2023-07-31T17:05:00Z,10999,456.664426
456.845,457.0,456.84,90,456.885,2023-07-31T17:10:00Z,6856,456.94594
456.47,456.855,456.41,108,456.82,2023-07-31T17:15:00Z,10727,456.552684
456.6,456.695,456.475,109,456.475,2023-07-31T17:20:00Z,8468,456.616899
456.71,456.81,456.495,84,456.56,2023-07-31T17:25:00Z,4992,456.712152
456.885,456.885,456.6,76,456.6,2023-07-31T17:30:00Z,4489,456.803313
457.135,457.135,456.885,83,456.885,2023-07-31T17:35:00Z,3783,457.004091
457.09,457.155,456.99,67,457.155,2023-07-31T17:40:00Z,3484,457.09549
456.98,457.065,456.89,66,457.065,2023-07-31T17:45:00Z,3356,456.973899
456.775,456.945,456.775,91,456.9,2023-07-31T17:50:00Z,6149,456.888621
456.855,456.915,456.75,91,456.75,2023-07-31T17:55:00Z,6607,456.845841
456.96,456.995,456.855,133,456.89,2023-07-31T18:00:00Z,8112,456.931981
456.775,457.02,456.75,85,456.99,2023-07-31T18:05:00Z,7991,456.955148
456.715,456.8,456.63,89,456.65,2023-07-31T18:10:00Z,10085,456.745095
456.7,456.745,456.665,65,456.665,2023-07-31T18:15:00Z,4869,456.697607
456.585,456.665,456.565,41,456.665,2023-07-31T18:20:00Z,2468,456.615263
456.705,456.775,456.48,64,456.595,2023-07-31T18:25:00Z,2985,456.598542
456.78,456.8,456.585,88,456.695,2023-07-31T18:30:00Z,4745,456.712819
456.67,456.88,456.605,60,456.805,2023-07-31T18:35:00Z,6032,456.810152
456.75,456.795,456.655,58,456.68,2023-07-31T18:40:00Z,4081,456.719675
456.85,456.85,456.69,54,456.725,2023-07-31T18:45:00Z,2944,456.758974
456.91,457.075,456.89,77,456.92,2023-07-31T18:50:00Z,4117,456.994189
457.05,457.18,456.935,101,456.935,2023-07-31T18:55:00Z,7589,457.081286
456.72,457.065,456.71,78,457.065,2023-07-31T19:00:00Z,5404,456.892712
456.625,456.745,456.625,142,456.725,2023-07-31T19:05:00Z,10207,456.692356
456.58,456.695,456.46,163,456.55,2023-07-31T19:10:00Z,19919,456.554712
456.705,456.735,456.495,183,456.55,2023-07-31T19:15:00Z,24096,456.62103
456.6,456.805,456.6,223,456.715,2023-07-31T19:20:00Z,21315,456.691822
456.685,456.735,456.475,100,456.565,2023-07-31T19:25:00Z,7738,456.623403
456.495,456.81,456.445,111,456.75,2023-07-31T19:30:00Z,9257,456.62015
456.23,456.585,456.225,134,456.445,2023-07-31T19:35:00Z,17615,456.397046
456.46,456.48,456.225,147,456.255,2023-07-31T19:40:00Z,19328,456.39615
456.215,456.545,456.07,167,456.475,2023-07-31T19:45:00Z,18382,456.216255
456.685,456.775,456.18,146,456.18,2023-07-31T19:50:00Z,15415,456.66009
457.81,457.83,456.7,664,456.805,2023-07-31T19:55:00Z,109789,457.177504
457.67,457.82,457.67,13,457.71,2023-07-31T20:00:00Z,5466,457.769925
457.79,457.79,457.74,6,457.78,2023-07-31T20:05:00Z,7113,457.770141
457.82,457.86,457.82,5,457.86,2023-07-31T20:10:00Z,6002,457.845
458.09,458.09,457.84,9,457.84,2023-07-31T20:15:00Z,3347,457.949007
457.91,457.91,457.91,1,457.91,2023-07-31T20:35:00Z,500,457.91
456.63,456.63,456.08,286,456.32,2023-08-01T13:30:00Z,35912,456.322197
456.69,456.915,456.53,413,456.58,2023-08-01T13:35:00Z,47882,456.732631
456.59,456.79,456.55,359,456.75,2023-08-01T13:40:00Z,33705,456.667262
456.565,456.7,456.38,171,456.58,2023-08-01T13:45:00Z,17936,456.552767
456.72,456.72,456.5,149,456.55,2023-08-01T13:50:00Z,11435,456.589176
456.77,456.86,456.63,127,456.735,2023-08-01T13:55:00Z,10676,456.747885
457.06,457.18,456.64,244,456.8,2023-08-01T14:00:00Z,26900,456.992036
456.81,457.19,456.63,196,457.1,2023-08-01T14:05:00Z,18398,456.88286
456.045,456.81,455.945,227,456.81,2023-08-01T14:10:00Z,24865,456.249244
455.75,456.125,455.53,420,455.96,2023-08-01T14:15:00Z,48829,455.845483
455.82,455.9,455.615,313,455.7,2023-08-01T14:20:00Z,32426,455.696112
455.93,455.99,455.66,177,455.815,2023-08-01T14:25:00Z,15953,455.800887
456.09,456.265,455.775,168,455.875,2023-08-01T14:30:00Z,14912,456.08328
456.29,456.335,456.105,101,456.15,2023-08-01T14:35:00Z,8530,456.215084
456.17,456.56,456.075,147,456.305,2023-08-01T14:40:00Z,13490,456.225694
456.44,456.47,456.13,103,456.14,2023-08-01T14:45:00Z,8043,456.265578
456.465,456.635,456.31,154,456.445,2023-08-01T14:50:00Z,18747,456.463207
456.285,456.59,456.165,101,456.45,2023-08-01T14:55:00Z,11222,456.451483
456.175,456.46,456.105,47,456.39,2023-08-01T15:00:00Z,4238,456.256697
456.24,456.31,456.035,72,456.12,2023-08-01T15:05:00Z,8158,456.117974
456.005,456.27,456.0,53,456.265,2023-08-01T15:10:00Z,3564,456.1511
456.09,456.11,455.85,92,455.995,2023-08-01T15:15:00Z,10527,455.985918
455.93,456.015,455.84,75,456.015,2023-08-01T15:20:00Z,5275,455.939659
456.245,456.37,455.84,126,455.865,2023-08-01T15:25:00Z,12015,456.127674
456.02,456.31,455.945,100,456.31,2023-08-01T15:30:00Z,5834,456.077327
456.175,456.23,455.985,88,456.08,2023-08-01T15:35:00Z,5282,456.123421
455.905,456.15,455.88,105,456.15,2023-08-01T15:40:00Z,14682,456.034187
455.985,455.985,455.8,76,455.895,2023-08-01T15:45:00Z,3859,455.890303
456.12,456.12,455.955,69,455.955,2023-08-01T15:50:00Z,2286,456.036111
456.145,456.25,456.0,131,456.17,2023-08-01T15:55:00Z,9998,456.095189
455.975,456.2,455.975,107,456.17,2023-08-01T16:00:00Z,5934,456.045465
456.075,456.085,455.9,106,455.975,2023-08-01T16:05:00Z,8053,455.972809
456.19,456.245,456.05,69,456.145,2023-08-01T16:10:00Z,3691,456.157804
455.97,456.245,455.97,113,456.225,2023-08-01T16:15:00Z,15608,456.075324
455.85,456.0,455.755,152,456.0,2023-08-01T16:20:00Z,12029,455.873013
455.78,455.925,455.66,164,455.835,2023-08-01T16:25:00Z,14630,455.766502
456.01,456.01,455.505,132,455.755,2023-08-01T16:30:00Z,14699,455.677879
455.91,455.955,455.91,39,455.945,2023-08-01T16:35:00Z,2281,455.9295
456.105,456.135,455.935,93,455.985,2023-08-01T16:40:00Z,5853,456.025196
456.035,456.13,456.035,73,456.125,2023-08-01T16:45:00Z,3584,456.098793
456.145,456.155,455.93,103,456.045,2023-08-01T16:50:00Z,7487,456.0571
456.33,456.33,456.125,72,456.155,2023-08-01T16:55:00Z,3486,456.205217
456.41,456.5,456.32,144,456.4,2023-08-01T17:00:00Z,7920,456.422722
456.285,456.47,456.27,102,456.4,2023-08-01T17:05:00Z,5953,456.393748
456.29,456.3,456.25,68,456.265,2023-08-01T17:10:00Z,2279,456.269375
456.195,456.37,456.17,68,456.3,2023-08-01T17:15:00Z,3674,456.288833
456.39,456.42,456.215,172,456.215,2023-08-01T17:20:00Z,9635,456.298207
456.34,456.39,456.305,96,456.385,2023-08-01T17:25:00Z,5397,456.358169
456.22,456.335,456.14,65,456.335,2023-08-01T17:30:00Z,3025,456.210435
456.0,456.27,455.98,106,456.27,2023-08-01T17:35:00Z,10240,456.080618
456.205,456.205,455.99,101,455.99,2023-08-01T17:40:00Z,6711,456.136689
456.19,456.23,456.115,76,456.16,2023-08-01T17:45:00Z,4713,456.176261
456.335,456.35,456.21,78,456.21,2023-08-01T17:50:00Z,4825,456.287649
456.43,456.46,456.315,102,456.325,2023-08-01T17:55:00Z,10574,456.389331
456.64,456.66,456.44,139,456.44,2023-08-01T18:00:00Z,11293,456.546084
456.6,456.68,456.49,98,456.65,2023-08-01T18:05:00Z,7827,456.567911
456.57,456.615,456.455,110,456.6,2023-08-01T18:10:00Z,9087,456.560975
456.89,456.97,456.58,204,456.58,2023-08-01T18:15:00Z,17920,456.786863
456.74,456.91,456.685,156,456.89,2023-08-01T18:20:00Z,9924,456.776832
456.52,456.83,456.415,142,456.735,2023-08-01T18:25:00Z,14991,456.564965
456.6,456.67,456.53,99,456.635,2023-08-01T18:30:00Z,6489,456.598998
456.785,456.8,456.67,82,456.675,2023-08-01T18:35:00Z,3955,456.730807
456.68,456.8,456.665,83,456.79,2023-08-01T18:40:00Z,6010,456.749245
456.84,456.875,456.625,72,456.705,2023-08-01T18:45:00Z,5359,456.820031
456.68,456.845,456.64,115,456.84,2023-08-01T18:50:00Z,11066,456.720378
456.71,456.755,456.49,162,456.655,2023-08-01T18:55:00Z,18444,456.638893
456.8,456.82,456.71,99,456.71,2023-08-01T19:00:00Z,7899,456.763205
456.945,456.97,456.765,188,456.805,2023-08-01T19:05:00Z,19944,456.8673
456.81,456.99,456.81,155,456.915,2023-08-01T19:10:00Z,17080,456.928952
456.82,456.905,456.78,74,456.85,2023-08-01T19:15:00Z,3677,456.84125
456.7,456.825,456.685,127,456.76,2023-08-01T19:20:00Z,13669,456.766314
456.69,456.7,456.515,194,456.675,2023-08-01T19:25:00Z,18093,456.612882
456.8,456.825,456.63,201,456.655,2023-08-01T19:30:00Z,17629,456.752331
456.53,456.795,456.46,192,456.735,2023-08-01T19:35:00Z,15938,456.622973
456.315,456.505,456.195,205,456.505,2023-08-01T19:40:00Z,17897,456.305415
456.64,456.64,456.225,314,456.245,2023-08-01T19:45:00Z,28250,456.492765
456.825,456.91,456.65,219,456.7,2023-08-01T19:50:00Z,35488,456.765023
456.44,456.77,456.42,389,456.77,2023-08-01T19:55:00Z,48096,456.503055
456.31,456.31,456.31,2,456.31,2023-08-01T20:05:00Z,165,456.31
456.16,456.21,456.16,5,456.21,2023-08-01T20:10:00Z,3500,456.182292
456.48,456.49,456.48,4,456.48,2023-08-01T20:25:00Z,600,456.481667
456.43,456.47,456.43,6,456.47,2023-08-01T20:30:00Z,600,456.451667
456.42,456.42,456.42,2,456.42,2023-08-01T20:35:00Z,200,456.42
456.48,456.48,456.46,2,456.46,2023-08-01T20:40:00Z,200,456.47
456.35,456.47,456.35,32,456.47,2023-08-01T20:45:00Z,2950,456.427692
456.39,456.41,456.36,13,456.37,2023-08-01T20:50:00Z,1259,456.370833
456.46,456.46,456.46,1,456.46,2023-08-01T20:55:00Z,100,456.46
452.57,453.385,452.53,436,453.25,2023-08-02T13:30:00Z,47275,453.065655
453.015,453.015,452.35,262,452.585,2023-08-02T13:35:00Z,27281,452.532761
453.12,453.495,452.78,250,453.005,2023-08-02T13:40:00Z,33687,453.176835
453.145,453.235,452.85,430,453.08,2023-08-02T13:45:00Z,38533,453.021754
452.805,453.105,452.65,244,453.105,2023-08-02T13:50:00Z,23999,452.82848
452.975,453.085,452.71,304,452.79,2023-08-02T13:55:00Z,29287,452.840806
452.84,453.055,452.68,187,452.975,2023-08-02T14:00:00Z,22884,452.833573
452.175,452.825,452.11,212,452.705,2023-08-02T14:05:00Z,27726,452.439017
451.995,452.27,451.96,293,452.155,2023-08-02T14:10:00Z,26702,452.102628
451.945,451.995,451.61,252,451.985,2023-08-02T14:15:00Z,35217,451.850548
452.06,452.19,451.83,210,451.85,2023-08-02T14:20:00Z,29003,452.041464
451.96,452.335,451.96,156,452.15,2023-08-02T14:25:00Z,24940,452.050057
452.17,452.285,451.92,168,451.95,2023-08-02T14:30:00Z,21212,452.037433
451.81,452.155,451.74,63,452.155,2023-08-02T14:35:00Z,10832,451.978204
451.55,451.925,451.48,200,451.785,2023-08-02T14:40:00Z,23383,451.781336
451.075,451.55,451.01,190,451.55,2023-08-02T14:45:00Z,18264,451.257029
450.8,451.24,450.8,131,450.985,2023-08-02T14:50:00Z,12657,451.04275
450.62,450.85,450.46,306,450.85,2023-08-02T14:55:00Z,33925,450.651075
450.96,451.02,450.58,175,450.59,2023-08-02T15:00:00Z,15244,450.822658
450.975,451.0,450.69,162,450.94,2023-08-02T15:05:00Z,17167,450.872152
451.08,451.175,450.99,176,451.035,2023-08-02T15:10:00Z,22919,451.091849
450.56,451.135,450.56,177,451.08,2023-08-02T15:15:00Z,24333,450.770821
451.08,451.14,450.535,226,450.565,2023-08-02T15:20:00Z,22493,450.824987
451.15,451.3,450.98,178,451.105,2023-08-02T15:25:00Z,14605,451.121075
451.32,451.32,451.03,159,451.11,2023-08-02T15:30:00Z,12375,451.101313
451.375,451.67,451.26,228,451.355,2023-08-02T15:35:00Z,31002,451.48418
451.155,451.36,450.96,127,451.355,2023-08-02T15:40:00Z,10102,451.135969
450.865,451.27,450.75,138,451.13,2023-08-02T15:45:00Z,17870,450.996848
450.725,450.875,450.625,92,450.845,2023-08-02T15:50:00Z,6772,450.768428
450.31,450.68,450.3,170,450.635,2023-08-02T15:55:00Z,15733,450.529817
450.105,450.46,450.045,159,450.3,2023-08-02T16:00:00Z,21999,450.2564
450.13,450.31,450.03,166,450.105,2023-08-02T16:05:00Z,20578,450.162964
450.23,450.25,449.98,142,450.16,2023-08-02T16:10:00Z,11885,450.088869
450.64,450.65,450.24,138,450.255,2023-08-02T16:15:00Z,11256,450.442675
450.2,450.655,450.19,108,450.625,2023-08-02T16:20:00Z,11356,450.413288
450.235,450.42,450.0,125,450.185,2023-08-02T16:25:00Z,8481,450.178861
450.52,450.57,450.115,127,450.21,2023-08-02T16:30:00Z,15083,450.289797
450.82,451.05,450.47,140,450.515,2023-08-02T16:35:00Z,13269,450.782716
450.945,450.96,450.6,106,450.86,2023-08-02T16:40:00Z,9701,450.7189
451.035,451.075,450.91,84,451.0,2023-08-02T16:45:00Z,8140,451.002812
450.615,451.045,450.53,91,451.045,2023-08-02T16:50:00Z,5369,450.748222
450.835,450.87,450.635,86,450.65,2023-08-02T16:55:00Z,6469,450.768369
451.06,451.195,450.815,99,450.815,2023-08-02T17:00:00Z,8712,451.046491
450.94,451.07,450.85,88,450.99,2023-08-02T17:05:00Z,5542,450.925192
450.91,451.155,450.91,70,451.045,2023-08-02T17:10:00Z,5295,451.0446
451.01,451.01,450.79,77,450.825,2023-08-02T17:15:00Z,5151,450.891809
450.8,451.005,450.765,94,450.99,2023-08-02T17:20:00Z,6829,450.864124
451.12,451.12,450.72,109,450.88,2023-08-02T17:25:00Z,8151,450.813742
451.32,451.34,450.955,136,451.005,2023-08-02T17:30:00Z,11401,451.210038
451.265,451.43,451.215,123,451.335,2023-08-02T17:35:00Z,8228,451.343846
